source,identifier,title,description
ACERT,CWE-108,CWE-108 (Struts: Unvalidated Action Form) is present in a module,Every Action Form must have a corresponding validation form.
ACERT,CWE-109,CWE-109 (Struts: Validator Turned Off) is present in a module,"Automatic filtering via a Struts bean has been turned off, which disables the Struts Validator and custom validation logic. This exposes the application to other weaknesses related to insufficient input validation."
ACERT,CWE-110,CWE-110 (Struts: Validator Without Form Field) is present in a module,Validation fields that do not appear in forms they are associated with indicate that the validation logic is out of date.
ACERT,CWE-111,CWE-111 (Direct Use of Unsafe JNI) is present in a module,"When a Java application uses the Java Native Interface (JNI) to call code written in another programming language, it can expose the application to weaknesses in that code, even if those weaknesses cannot occur in Java."
ACERT,CWE-112,CWE-112 (Missing XML Validation) is present in a module,The software accepts XML from an untrusted source but does not validate the XML against the proper schema.
ACERT,CWE-113,CWE-113 (Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting')) is present in a module,"The software receives data from an upstream component, but does not neutralize or incorrectly neutralizes CR and LF characters before the data is included in outgoing HTTP headers."
ACERT,CWE-114,CWE-114 (Process Control) is present in a module,Executing commands or loading libraries from an untrusted source or in an untrusted environment can cause an application to execute malicious commands (and payloads) on behalf of an attacker.
ACERT,CWE-115,CWE-115 (Misinterpretation of Input) is present in a module,"The software misinterprets an input, whether from an attacker or another product, in a security-relevant fashion."
ACERT,CWE-116,CWE-116 (Improper Encoding or Escaping of Output) is present in a module,"The software prepares a structured message for communication with another component, but encoding or escaping of the data is either missing or done incorrectly. As a result, the intended structure of the message is not preserved."
ACERT,CWE-117,CWE-117 (Improper Output Neutralization for Logs) is present in a module,The software does not neutralize or incorrectly neutralizes output that is written to logs.
ACERT,CWE-118,CWE-118 (Incorrect Access of Indexable Resource ('Range Error')) is present in a module,"The software does not restrict or incorrectly restricts operations within the boundaries of a resource that is accessed using an index or pointer, such as memory or files."
ACERT,CWE-119,CWE-119 (Improper Restriction of Operations within the Bounds of a Memory Buffer) is present in a module,"The software performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer."
ACERT,CWE-120,CWE-120 (Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')) is present in a module,"The program copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow."
ACERT,CWE-121,CWE-121 (Stack-based Buffer Overflow) is present in a module,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function)."
ACERT,CWE-122,CWE-122 (Heap-based Buffer Overflow) is present in a module,"A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc()."
ACERT,CWE-123,CWE-123 (Write-what-where Condition) is present in a module,"Any condition where the attacker has the ability to write an arbitrary value to an arbitrary location, often as the result of a buffer overflow."
ACERT,CWE-124,CWE-124 (Buffer Underwrite ('Buffer Underflow')) is present in a module,The software writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.
ACERT,CWE-125,CWE-125 (Out-of-bounds Read) is present in a module,"The software reads data past the end, or before the beginning, of the intended buffer."
ACERT,CWE-126,CWE-126 (Buffer Over-read) is present in a module,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer.
ACERT,CWE-127,CWE-127 (Buffer Under-read) is present in a module,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations prior to the targeted buffer.
ACERT,CWE-128,CWE-128 (Wrap-around Error) is present in a module,"Wrap around errors occur whenever a value is incremented past the maximum value for its type and therefore wraps around to a very small, negative, or undefined value."
ACERT,CWE-129,CWE-129 (Improper Validation of Array Index) is present in a module,"The product uses untrusted input when calculating or using an array index, but the product does not validate or incorrectly validates the index to ensure the index references a valid position within the array."
ACERT,CWE-130,CWE-130 (Improper Handling of Length Parameter Inconsistency) is present in a module,"The software parses a formatted message or structure, but it does not handle or incorrectly handles a length field that is inconsistent with the actual length of the associated data."
ACERT,CWE-131,CWE-131 (Incorrect Calculation of Buffer Size) is present in a module,"The software does not correctly calculate the size to be used when allocating a buffer, which could lead to a buffer overflow."
